

"","PD04640PD"
"","Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta"
03May13,2.63
06May13,2.622
07May13,2.613
08May13,2.616
09May13,2.609
10May13,2.605
13May13,2.602
14May13,2.6
15May13,2.616
16May13,2.629
17May13,2.645
20May13,2.644
21May13,2.646
22May13,2.648
23May13,2.666
24May13,2.676
27May13,2.676
28May13,2.676
29May13,2.686
30May13,2.718
31May13,2.734
03Jun13,2.724
04Jun13,2.711
05Jun13,2.713
06Jun13,2.73
07Jun13,2.727
10Jun13,2.746
11Jun13,2.755
12Jun13,2.748
13Jun13,2.726
14Jun13,2.723
17Jun13,2.735
18Jun13,2.745
19Jun13,2.742
20Jun13,2.775
21Jun13,2.785
24Jun13,2.786
25Jun13,2.784
26Jun13,2.782
27Jun13,2.783
28Jun13,n.d.
01Jul13,2.782
02Jul13,2.789
03Jul13,2.787
04Jul13,2.784
05Jul13,2.792
08Jul13,2.782
09Jul13,2.772
10Jul13,2.783
11Jul13,2.777
12Jul13,2.771
15Jul13,2.767
16Jul13,2.762
17Jul13,2.756
18Jul13,2.767
19Jul13,2.769
22Jul13,2.771
23Jul13,2.78
24Jul13,2.784
25Jul13,2.786
26Jul13,2.786
29Jul13,n.d.
30Jul13,n.d.
31Jul13,2.794
01Ago13,2.797
02Ago13,2.79
05Ago13,2.792
06Ago13,2.796
07Ago13,2.8
08Ago13,2.793
09Ago13,2.792
12Ago13,2.796
13Ago13,2.798
14Ago13,2.798
15Ago13,2.799
16Ago13,2.799
19Ago13,2.8
20Ago13,2.816
21Ago13,2.82
22Ago13,2.81
23Ago13,2.812
26Ago13,2.813
27Ago13,2.813
28Ago13,2.81
29Ago13,2.808
30Ago13,n.d.
02Set13,2.808
03Set13,2.81
04Set13,2.808
05Set13,2.81
06Set13,2.806
09Set13,2.799
10Set13,2.797
11Set13,2.789
12Set13,2.774
13Set13,2.777
16Set13,2.764
17Set13,2.771
18Set13,2.775
19Set13,2.75
20Set13,2.742
23Set13,2.747
24Set13,2.757
25Set13,2.764
26Set13,2.766
27Set13,2.779
30Set13,2.782
01Oct13,2.782
02Oct13,2.781
03Oct13,2.778
04Oct13,2.779
07Oct13,n.d.
08Oct13,n.d.
09Oct13,2.788
10Oct13,2.786
11Oct13,2.774
14Oct13,2.772
15Oct13,2.77
16Oct13,2.764
17Oct13,2.756
18Oct13,2.766
21Oct13,2.776
22Oct13,2.767
23Oct13,2.765
24Oct13,2.763
25Oct13,2.759
28Oct13,2.761
29Oct13,2.758
30Oct13,2.758
31Oct13,2.77
01Nov13,n.d.
04Nov13,2.778
05Nov13,2.789
06Nov13,2.79
07Nov13,2.794
08Nov13,2.802
11Nov13,2.802
12Nov13,2.8
13Nov13,2.8
14Nov13,2.8
15Nov13,2.8
18Nov13,2.801
19Nov13,2.802
20Nov13,2.802
21Nov13,2.803
22Nov13,2.804
25Nov13,2.804
26Nov13,2.805
27Nov13,2.802
28Nov13,2.803
29Nov13,2.802
02Dic13,2.803
03Dic13,2.805
04Dic13,2.805
05Dic13,2.802
06Dic13,2.8
09Dic13,2.793
10Dic13,2.792
11Dic13,2.793
12Dic13,2.786
13Dic13,2.769
16Dic13,2.764
17Dic13,2.765
18Dic13,2.782
19Dic13,2.782
20Dic13,2.773
23Dic13,2.766
24Dic13,2.774
25Dic13,n.d.
26Dic13,2.786
27Dic13,2.786
30Dic13,2.796
31Dic13,n.d.
01Ene14,n.d.
02Ene14,2.804
03Ene14,2.807
06Ene14,2.808
07Ene14,2.802
08Ene14,2.804
09Ene14,2.803
10Ene14,2.799
13Ene14,2.799
14Ene14,2.801
15Ene14,2.805
16Ene14,2.809
17Ene14,2.807
20Ene14,2.81
21Ene14,2.809
22Ene14,2.808
23Ene14,2.81
24Ene14,2.82
27Ene14,2.822
28Ene14,2.823
29Ene14,2.824
30Ene14,2.819
31Ene14,2.822
03Feb14,2.825
04Feb14,2.824
05Feb14,2.825
06Feb14,2.822
07Feb14,2.822
10Feb14,2.819
11Feb14,2.817
12Feb14,2.816
13Feb14,2.817
14Feb14,2.815
17Feb14,2.803
18Feb14,2.807
19Feb14,2.809
20Feb14,2.809
21Feb14,2.808
24Feb14,2.808
25Feb14,2.808
26Feb14,2.81
27Feb14,2.804
28Feb14,2.801
03Mar14,2.804
04Mar14,2.801
05Mar14,2.798
06Mar14,2.799
07Mar14,2.803
10Mar14,2.805
11Mar14,2.802
12Mar14,2.807
13Mar14,2.807
14Mar14,2.803
17Mar14,2.807
18Mar14,2.809
19Mar14,2.814
20Mar14,2.813
21Mar14,2.812
24Mar14,2.81
25Mar14,2.812
26Mar14,2.812
27Mar14,2.811
28Mar14,2.811
31Mar14,2.809
01Abr14,2.807
02Abr14,2.808
03Abr14,2.811
04Abr14,2.81
07Abr14,2.804
08Abr14,2.791
09Abr14,2.796
10Abr14,2.789
11Abr14,2.786
14Abr14,2.776
15Abr14,2.774
16Abr14,2.781
17Abr14,n.d.
18Abr14,n.d.
21Abr14,2.777
22Abr14,2.783
23Abr14,2.793
24Abr14,2.791
25Abr14,2.803
28Abr14,2.808
29Abr14,2.808
30Abr14,2.809
01May14,n.d.
02May14,2.805
05May14,2.806
06May14,2.803
07May14,2.8
08May14,2.788
09May14,2.787
12May14,2.786
13May14,2.786
14May14,2.785
15May14,2.787
16May14,2.786
19May14,2.788
20May14,2.791
21May14,2.79
22May14,2.789
23May14,2.787
26May14,2.789
27May14,2.786
28May14,2.776
29May14,2.761
30May14,2.767
02Jun14,2.774
03Jun14,2.779
04Jun14,2.786
05Jun14,2.786
06Jun14,2.784
09Jun14,2.788
10Jun14,2.789
11Jun14,2.797
12Jun14,2.797
13Jun14,2.793
16Jun14,2.795
17Jun14,2.803
18Jun14,2.803
19Jun14,2.8
20Jun14,2.808
23Jun14,2.805
24Jun14,2.804
25Jun14,2.804
26Jun14,2.806
27Jun14,2.801
30Jun14,2.796
01Jul14,2.797
02Jul14,2.795
03Jul14,2.785
04Jul14,2.779
07Jul14,2.773
08Jul14,2.782
09Jul14,2.785
10Jul14,2.781
11Jul14,2.784
14Jul14,2.786
15Jul14,2.784
16Jul14,2.784
17Jul14,2.793
18Jul14,2.79
21Jul14,2.794
22Jul14,2.788
23Jul14,2.789
24Jul14,2.785
25Jul14,2.787
28Jul14,n.d.
29Jul14,n.d.
30Jul14,2.79
31Jul14,2.797
01Ago14,2.797
04Ago14,2.803
05Ago14,2.813
06Ago14,2.812
07Ago14,2.81
08Ago14,2.803
11Ago14,2.79
12Ago14,2.79
13Ago14,2.794
14Ago14,2.795
15Ago14,2.798
18Ago14,2.818
19Ago14,2.82
20Ago14,2.827
21Ago14,2.825
22Ago14,2.828
25Ago14,2.834
26Ago14,2.834
27Ago14,2.841
28Ago14,2.847
29Ago14,2.845
01Set14,2.85
02Set14,2.853
03Set14,2.851
04Set14,2.855
05Set14,2.849
08Set14,2.85
09Set14,2.857
10Set14,2.856
11Set14,2.856
12Set14,2.86
15Set14,2.861
16Set14,2.859
17Set14,2.859
18Set14,2.863
19Set14,2.865
22Set14,2.871
23Set14,2.875
24Set14,2.877
25Set14,2.879
26Set14,2.896
29Set14,2.895
30Set14,2.892
01Oct14,2.892
02Oct14,2.896
03Oct14,2.905
06Oct14,2.903
07Oct14,2.905
08Oct14,n.d.
09Oct14,2.907
10Oct14,2.906
13Oct14,2.904
14Oct14,2.905
15Oct14,2.908
16Oct14,2.907
17Oct14,2.903
20Oct14,2.904
21Oct14,2.902
22Oct14,2.906
23Oct14,2.909
24Oct14,2.91
27Oct14,2.915
28Oct14,2.916
29Oct14,2.915
30Oct14,2.918
31Oct14,2.923
03Nov14,2.925
04Nov14,2.928
05Nov14,2.93
06Nov14,2.932
07Nov14,2.928
10Nov14,2.93
11Nov14,2.931
12Nov14,2.935
13Nov14,2.935
14Nov14,2.935
17Nov14,2.933
18Nov14,2.93
19Nov14,2.93
20Nov14,2.924
21Nov14,2.918
24Nov14,2.918
25Nov14,2.917
26Nov14,2.914
27Nov14,2.913
28Nov14,2.92
01Dic14,2.929
02Dic14,2.939
03Dic14,2.942
04Dic14,2.947
05Dic14,2.952
08Dic14,n.d.
09Dic14,2.962
10Dic14,2.961
11Dic14,2.969
12Dic14,2.965
15Dic14,2.964
16Dic14,2.969
17Dic14,2.961
18Dic14,2.944
19Dic14,2.95
22Dic14,2.974
23Dic14,2.976
24Dic14,2.979
25Dic14,n.d.
26Dic14,2.976
29Dic14,2.988
30Dic14,2.99
31Dic14,2.989
01Ene15,n.d.
02Ene15,n.d.
05Ene15,2.992
06Ene15,2.983
07Ene15,2.987
08Ene15,2.989
09Ene15,2.986
12Ene15,2.989
13Ene15,2.985
14Ene15,2.994
15Ene15,2.997
16Ene15,3.013
19Ene15,3.012
20Ene15,3.009
21Ene15,3.011
22Ene15,3.004
23Ene15,3.012
26Ene15,3.02
27Ene15,3.024
28Ene15,3.029
29Ene15,3.045
30Ene15,3.058
02Feb15,3.06
03Feb15,3.059
04Feb15,3.062
05Feb15,3.063
06Feb15,3.068
09Feb15,3.065
10Feb15,3.076
11Feb15,3.094
12Feb15,3.082
13Feb15,3.075
16Feb15,3.085
17Feb15,3.083
18Feb15,3.086
19Feb15,3.087
20Feb15,3.089
23Feb15,3.09
24Feb15,3.095
25Feb15,3.095
26Feb15,3.094
27Feb15,3.095
02Mar15,3.097
03Mar15,3.093
04Mar15,3.094
05Mar15,3.098
06Mar15,3.101
09Mar15,3.1
10Mar15,3.1
11Mar15,3.101
12Mar15,3.099
13Mar15,3.099
16Mar15,3.099
17Mar15,3.098
18Mar15,3.1
19Mar15,3.096
20Mar15,3.091
23Mar15,3.08
24Mar15,3.075
25Mar15,3.066
26Mar15,3.077
27Mar15,3.091
30Mar15,3.096
31Mar15,3.097
01Abr15,3.095
02Abr15,n.d.
03Abr15,n.d.
06Abr15,3.093
07Abr15,3.099
08Abr15,3.104
09Abr15,3.113
10Abr15,3.123
13Abr15,3.125
14Abr15,3.12
15Abr15,3.125
16Abr15,3.125
17Abr15,3.127
20Abr15,3.132
21Abr15,3.132
22Abr15,3.134
23Abr15,3.134
24Abr15,3.136
27Abr15,3.135
28Abr15,3.128
29Abr15,3.122
30Abr15,3.127
01May15,n.d.
04May15,3.138
05May15,3.148
06May15,3.145
07May15,3.153
08May15,3.15
11May15,3.154
12May15,3.153
13May15,3.153
14May15,3.151
15May15,3.148
18May15,3.151
19May15,3.155
20May15,3.158
21May15,3.151
22May15,3.148
25May15,3.151
26May15,3.155
27May15,3.156
28May15,3.158
29May15,3.158
01Jun15,3.158
02Jun15,3.157
03Jun15,3.154
04Jun15,3.149
05Jun15,3.153
08Jun15,3.154
09Jun15,3.153
10Jun15,3.154
11Jun15,3.155
12Jun15,3.156
15Jun15,3.158
16Jun15,3.162
17Jun15,3.165
18Jun15,3.163
19Jun15,3.167
22Jun15,3.174
23Jun15,3.18
24Jun15,3.177
25Jun15,3.17
26Jun15,3.173
29Jun15,n.d.
30Jun15,3.179
01Jul15,3.179
02Jul15,3.175
03Jul15,3.174
06Jul15,3.178
07Jul15,3.182
08Jul15,3.187
09Jul15,3.182
10Jul15,3.179
13Jul15,3.178
14Jul15,3.179
15Jul15,3.182
16Jul15,3.179
17Jul15,3.182
20Jul15,3.186
21Jul15,3.182
22Jul15,3.187
23Jul15,3.191
24Jul15,3.191
27Jul15,n.d.
28Jul15,n.d.
29Jul15,n.d.
30Jul15,3.193
31Jul15,3.192
03Ago15,3.193
04Ago15,3.194
05Ago15,3.202
06Ago15,3.205
07Ago15,3.203
10Ago15,3.201
11Ago15,3.216
12Ago15,3.229
13Ago15,3.233
14Ago15,3.239
17Ago15,3.245
18Ago15,3.249
19Ago15,3.254
20Ago15,3.265
21Ago15,3.274
24Ago15,3.279
25Ago15,3.281
26Ago15,3.305
27Ago15,3.281
28Ago15,3.255
31Ago15,3.237
01Set15,3.247
02Set15,3.255
03Set15,3.231
04Set15,3.215
07Set15,3.227
08Set15,3.226
09Set15,3.221
10Set15,3.221
11Set15,3.214
14Set15,3.208
15Set15,3.21
16Set15,3.208
17Set15,3.197
18Set15,3.195
21Set15,3.195
22Set15,3.212
23Set15,3.224
24Set15,3.227
25Set15,3.222
28Set15,3.234
29Set15,3.239
30Set15,3.223
01Oct15,3.231
02Oct15,3.227
05Oct15,3.218
06Oct15,3.223
07Oct15,3.221
08Oct15,n.d.
09Oct15,n.d.
12Oct15,3.229
13Oct15,3.236
14Oct15,3.242
15Oct15,3.236
16Oct15,3.242
19Oct15,3.253
20Oct15,3.258
21Oct15,3.262
22Oct15,3.257
23Oct15,3.267
26Oct15,3.27
27Oct15,3.28
28Oct15,3.279
29Oct15,3.288
30Oct15,3.287
02Nov15,3.287
03Nov15,3.287
04Nov15,3.29
05Nov15,3.302
06Nov15,3.315
09Nov15,3.31
10Nov15,3.314
11Nov15,3.316
12Nov15,3.323
13Nov15,3.332
16Nov15,3.343
17Nov15,3.346
18Nov15,3.357
19Nov15,3.356
20Nov15,3.36
23Nov15,3.376
24Nov15,3.377
25Nov15,3.385
26Nov15,3.379
27Nov15,3.378
30Nov15,3.376
01Dic15,3.377
02Dic15,3.373
03Dic15,3.369
04Dic15,3.372
07Dic15,3.377
08Dic15,n.d.
09Dic15,3.375
10Dic15,3.376
11Dic15,3.379
14Dic15,3.382
15Dic15,3.377
16Dic15,3.372
17Dic15,3.376
18Dic15,3.379
21Dic15,3.383
22Dic15,3.391
23Dic15,3.398
24Dic15,3.398
25Dic15,n.d.
28Dic15,3.402
29Dic15,3.408
30Dic15,3.41
31Dic15,3.413
01Ene16,n.d.
04Ene16,3.43
05Ene16,3.417
06Ene16,3.417
07Ene16,3.423
08Ene16,3.428
11Ene16,3.428
12Ene16,3.426
13Ene16,3.421
14Ene16,3.425
15Ene16,3.43
18Ene16,3.431
19Ene16,3.433
20Ene16,3.442
21Ene16,3.446
22Ene16,3.447
25Ene16,3.458
26Ene16,3.469
27Ene16,3.466
28Ene16,3.469
29Ene16,3.471
01Feb16,3.485
02Feb16,3.489
03Feb16,3.494
04Feb16,3.478
05Feb16,3.482
08Feb16,3.492
09Feb16,3.5
10Feb16,3.507
11Feb16,3.513
12Feb16,3.509
15Feb16,3.505
16Feb16,3.508
17Feb16,3.506
18Feb16,3.505
19Feb16,3.514
22Feb16,3.521
23Feb16,3.527
24Feb16,3.538
25Feb16,3.533
26Feb16,3.525
29Feb16,3.527
01Mar16,3.522
02Mar16,3.512
03Mar16,3.47
04Mar16,3.446
07Mar16,3.465
08Mar16,3.471
09Mar16,3.441
10Mar16,3.436
11Mar16,3.389
14Mar16,3.363
15Mar16,3.348
16Mar16,3.375
17Mar16,3.347
18Mar16,3.374
21Mar16,3.393
22Mar16,3.415
23Mar16,3.403
24Mar16,n.d.
25Mar16,n.d.
28Mar16,3.361
29Mar16,3.384
30Mar16,3.363
31Mar16,3.328
01Abr16,3.344
04Abr16,3.352
05Abr16,3.36
06Abr16,3.376
07Abr16,3.403
08Abr16,3.392
11Abr16,3.326
12Abr16,3.277
13Abr16,3.271
14Abr16,3.275
15Abr16,3.276
18Abr16,3.278
19Abr16,3.254
20Abr16,3.25
21Abr16,3.256
22Abr16,3.272
25Abr16,3.279
26Abr16,3.285
27Abr16,3.29
28Abr16,3.28
29Abr16,3.274
02May16,3.292
03May16,3.322
04May16,3.334
05May16,3.321
06May16,3.319
09May16,3.339
10May16,3.334
11May16,3.332
12May16,3.331
13May16,3.338
16May16,3.333
17May16,3.321
18May16,3.323
19May16,3.342
20May16,3.348
23May16,3.347
24May16,3.339
25May16,3.341
26May16,3.344
27May16,3.359
30May16,3.363
31May16,3.374
01Jun16,3.382
02Jun16,3.369
03Jun16,3.353
06Jun16,3.321
07Jun16,3.308
08Jun16,3.294
09Jun16,3.306
10Jun16,3.32
13Jun16,3.331
14Jun16,3.338
15Jun16,3.322
16Jun16,3.34
17Jun16,3.32
20Jun16,3.291
21Jun16,3.288
22Jun16,3.285
23Jun16,3.284
24Jun16,3.316
27Jun16,3.321
28Jun16,3.306
29Jun16,n.d.
30Jun16,3.292
01Jul16,3.288
04Jul16,3.287
05Jul16,3.288
06Jul16,3.281
07Jul16,3.285
08Jul16,3.279
11Jul16,3.281
12Jul16,3.282
13Jul16,3.282
14Jul16,3.28
15Jul16,3.279
18Jul16,3.281
19Jul16,3.295
20Jul16,3.311
21Jul16,3.323
22Jul16,3.324
25Jul16,3.346
26Jul16,3.362
27Jul16,3.36
28Jul16,n.d.
29Jul16,n.d.
01Ago16,3.346
02Ago16,3.348
03Ago16,3.355
04Ago16,3.342
05Ago16,3.338
08Ago16,3.32
09Ago16,3.304
10Ago16,3.31
11Ago16,3.309
12Ago16,3.318
15Ago16,3.311
16Ago16,3.31
17Ago16,3.318
18Ago16,3.307
19Ago16,3.323
22Ago16,3.342
23Ago16,3.358
24Ago16,3.355
25Ago16,3.352
26Ago16,3.346
29Ago16,3.371
30Ago16,n.d.
31Ago16,3.395
01Set16,3.399
02Set16,3.391
05Set16,3.399
06Set16,3.375
07Set16,3.359
08Set16,3.371
09Set16,3.386
12Set16,3.401
13Set16,3.413
14Set16,3.399
15Set16,3.39
16Set16,3.396
19Set16,3.39
20Set16,3.389
21Set16,3.381
22Set16,3.356
23Set16,3.357
26Set16,3.366
27Set16,3.371
28Set16,3.378
29Set16,3.388
30Set16,3.403
03Oct16,3.393
04Oct16,3.398
05Oct16,3.404
06Oct16,3.411
07Oct16,3.408
10Oct16,3.398
11Oct16,3.401
12Oct16,3.408
13Oct16,3.411
14Oct16,3.403
17Oct16,3.4
18Oct16,3.388
19Oct16,3.382
20Oct16,3.385
21Oct16,3.369
24Oct16,3.352
25Oct16,3.361
26Oct16,3.367
27Oct16,3.375
28Oct16,3.363
31Oct16,3.365
01Nov16,n.d.
02Nov16,3.38
03Nov16,3.38
04Nov16,3.385
07Nov16,3.376
08Nov16,3.364
09Nov16,3.377
10Nov16,3.406
11Nov16,3.413
14Nov16,3.423
15Nov16,3.424
16Nov16,3.418
17Nov16,n.d.
18Nov16,n.d.
21Nov16,3.416
22Nov16,3.421
23Nov16,3.426
24Nov16,3.42
25Nov16,3.418
28Nov16,3.416
29Nov16,3.422
30Nov16,3.413
01Dic16,3.418
02Dic16,3.415
05Dic16,3.423
06Dic16,3.419
07Dic16,3.408
08Dic16,n.d.
09Dic16,3.402
12Dic16,3.404
13Dic16,3.4
14Dic16,3.397
15Dic16,3.406
16Dic16,3.402
19Dic16,3.408
20Dic16,3.406
21Dic16,3.398
22Dic16,3.398
23Dic16,3.386
26Dic16,3.394
27Dic16,3.385
28Dic16,3.37
29Dic16,3.358
30Dic16,3.36
02Ene17,3.363
03Ene17,3.378
04Ene17,3.391
05Ene17,3.373
06Ene17,3.375
09Ene17,3.382
10Ene17,3.39
11Ene17,3.392
12Ene17,3.366
13Ene17,3.366
16Ene17,3.371
17Ene17,3.353
18Ene17,3.351
19Ene17,3.338
20Ene17,3.306
23Ene17,3.292
24Ene17,3.284
25Ene17,3.279
26Ene17,3.301
27Ene17,3.294
30Ene17,3.29
31Ene17,3.287
01Feb17,3.272
02Feb17,3.262
03Feb17,3.249
06Feb17,3.277
07Feb17,3.293
08Feb17,3.29
09Feb17,3.275
10Feb17,3.256
13Feb17,3.267
14Feb17,3.265
15Feb17,3.257
16Feb17,3.249
17Feb17,3.263
20Feb17,3.254
21Feb17,3.25
22Feb17,3.245
23Feb17,3.243
24Feb17,3.252
27Feb17,3.255
28Feb17,3.263
01Mar17,3.265
02Mar17,3.274
03Mar17,3.286
06Mar17,3.292
07Mar17,3.294
08Mar17,3.294
09Mar17,3.296
10Mar17,3.285
13Mar17,3.288
14Mar17,3.29
15Mar17,3.269
16Mar17,3.251
17Mar17,3.251
20Mar17,3.251
21Mar17,3.247
22Mar17,3.252
23Mar17,3.246
24Mar17,3.244
27Mar17,3.248
28Mar17,3.246
29Mar17,3.243
30Mar17,3.245
31Mar17,3.249
03Abr17,3.25
04Abr17,3.252
05Abr17,3.249
06Abr17,3.248
07Abr17,3.248
10Abr17,3.247
11Abr17,3.251
12Abr17,3.254
13Abr17,n.d.
14Abr17,n.d.
17Abr17,3.251
18Abr17,3.253
19Abr17,3.251
20Abr17,3.245
21Abr17,3.244
24Abr17,3.243
25Abr17,3.247
26Abr17,3.25
27Abr17,3.249
28Abr17,3.246
01May17,n.d.
02May17,3.249
03May17,3.252
04May17,3.269
05May17,3.274
08May17,3.286
09May17,3.288
10May17,3.288
11May17,3.29
12May17,3.281
15May17,3.263
16May17,3.26
17May17,3.271
18May17,3.284
19May17,3.272
22May17,3.273
23May17,3.282
24May17,3.277
25May17,3.265
26May17,3.275
29May17,3.282
30May17,3.287
31May17,3.272
01Jun17,3.271
02Jun17,3.273
05Jun17,3.272
06Jun17,3.269
07Jun17,3.268
08Jun17,3.272
09Jun17,3.27
12Jun17,3.277
13Jun17,3.278
14Jun17,3.271
15Jun17,3.278
16Jun17,3.276
19Jun17,3.27
20Jun17,3.276
21Jun17,3.271
22Jun17,3.269
23Jun17,3.26
26Jun17,3.255
27Jun17,3.258
28Jun17,3.255
29Jun17,n.d.
30Jun17,n.d.
03Jul17,3.253
04Jul17,3.258
05Jul17,3.264
06Jul17,3.257
07Jul17,3.251
10Jul17,3.256
11Jul17,3.255
12Jul17,3.252
13Jul17,3.252
14Jul17,3.246
17Jul17,3.251
18Jul17,3.246
19Jul17,3.243
20Jul17,3.241
21Jul17,3.247
24Jul17,3.247
25Jul17,3.248
26Jul17,3.25
27Jul17,n.d.
28Jul17,n.d.
31Jul17,3.242
01Ago17,3.24
02Ago17,3.242
03Ago17,3.24
04Ago17,3.242
07Ago17,3.244
08Ago17,3.244
09Ago17,3.249
10Ago17,3.249
11Ago17,3.251
14Ago17,3.246
15Ago17,3.247
16Ago17,3.245
17Ago17,3.243
18Ago17,3.243
21Ago17,3.24
22Ago17,3.24
23Ago17,3.239
24Ago17,3.238
25Ago17,3.238
28Ago17,3.238
29Ago17,3.242
30Ago17,n.d.
31Ago17,3.242
01Set17,3.24
04Set17,3.241
05Set17,3.238
06Set17,3.238
07Set17,3.236
08Set17,3.235
11Set17,3.232
12Set17,3.235
13Set17,3.24
14Set17,3.24
15Set17,3.248
18Set17,3.249
19Set17,3.245
20Set17,3.245
21Set17,3.25
22Set17,3.248
25Set17,3.255
26Set17,3.271
27Set17,3.276
28Set17,3.27
29Set17,3.267
02Oct17,3.271
03Oct17,3.268
04Oct17,3.26
05Oct17,3.256
06Oct17,3.268
09Oct17,3.273
10Oct17,3.267
11Oct17,3.262
12Oct17,3.256
13Oct17,3.251
16Oct17,3.247
17Oct17,3.246
18Oct17,3.244
19Oct17,3.237
20Oct17,3.24
23Oct17,3.241
24Oct17,3.242
25Oct17,3.235
26Oct17,3.239
27Oct17,3.248
30Oct17,3.253
31Oct17,3.25
01Nov17,n.d.
02Nov17,3.244
03Nov17,3.246
06Nov17,3.242
07Nov17,3.243
08Nov17,3.244
09Nov17,3.246
10Nov17,3.243
13Nov17,3.244
14Nov17,3.243
15Nov17,3.25
16Nov17,3.252
17Nov17,3.246
20Nov17,3.244
21Nov17,3.236
22Nov17,3.241
23Nov17,3.241
24Nov17,3.24
27Nov17,3.238
28Nov17,3.237
29Nov17,3.234
30Nov17,3.235
01Dic17,3.234
04Dic17,3.237
05Dic17,3.236
06Dic17,3.238
07Dic17,3.238
08Dic17,n.d.
11Dic17,3.238
12Dic17,3.236
13Dic17,3.233
14Dic17,3.244
15Dic17,3.262
18Dic17,3.292
19Dic17,3.269
20Dic17,3.276
21Dic17,3.268
22Dic17,3.241
25Dic17,n.d.
26Dic17,3.243
27Dic17,3.244
28Dic17,3.244
29Dic17,3.245
01Ene18,n.d.
02Ene18,n.d.
03Ene18,3.23
04Ene18,3.208
05Ene18,3.215
08Ene18,3.219
09Ene18,3.22
10Ene18,3.22
11Ene18,3.218
12Ene18,3.217
15Ene18,3.216
16Ene18,3.217
17Ene18,3.212
18Ene18,3.213
19Ene18,3.217
22Ene18,3.216
23Ene18,3.219
24Ene18,3.214
25Ene18,3.21
26Ene18,3.215
29Ene18,3.219
30Ene18,3.217
31Ene18,3.217
01Feb18,3.213
02Feb18,3.218
05Feb18,3.225
06Feb18,3.251
07Feb18,3.247
08Feb18,3.254
09Feb18,3.27
12Feb18,3.265
13Feb18,3.27
14Feb18,3.27
15Feb18,3.25
16Feb18,3.243
19Feb18,3.25
20Feb18,3.253
21Feb18,3.249
22Feb18,3.251
23Feb18,3.251
26Feb18,3.25
27Feb18,3.25
28Feb18,3.261
01Mar18,3.265
02Mar18,3.259
05Mar18,3.25
06Mar18,3.252
07Mar18,3.257
08Mar18,3.256
09Mar18,3.26
12Mar18,3.259
13Mar18,3.26
14Mar18,3.261
15Mar18,3.262
16Mar18,3.268
19Mar18,3.273
20Mar18,3.269
21Mar18,3.263
22Mar18,3.243
23Mar18,3.237
26Mar18,3.219
27Mar18,3.223
28Mar18,3.229
29Mar18,n.d.
30Mar18,n.d.
02Abr18,3.229
03Abr18,3.226
04Abr18,3.228
05Abr18,3.228
06Abr18,3.234
09Abr18,3.239
10Abr18,3.239
11Abr18,3.239
12Abr18,3.229
13Abr18,n.d.
16Abr18,3.224
17Abr18,3.221
18Abr18,3.217
19Abr18,3.221
20Abr18,3.226
23Abr18,3.23
24Abr18,3.232
25Abr18,3.242
26Abr18,3.238
27Abr18,3.241
30Abr18,3.25
01May18,n.d.
02May18,3.268
03May18,3.276
04May18,3.272
07May18,3.279
08May18,3.288
09May18,3.293
10May18,3.279
11May18,3.261
14May18,3.26
15May18,3.272
16May18,3.268
17May18,3.274
18May18,3.289
21May18,3.286
22May18,3.274
23May18,3.271
24May18,3.268
25May18,3.27
28May18,3.272
29May18,3.281
30May18,3.272
31May18,3.274
01Jun18,3.273
04Jun18,3.273
05Jun18,3.273
06Jun18,3.261
07Jun18,3.262
08Jun18,3.263
11Jun18,3.267
12Jun18,3.27
13Jun18,3.266
14Jun18,3.267
15Jun18,3.279
18Jun18,3.281
19Jun18,3.285
20Jun18,3.283
21Jun18,3.279
22Jun18,3.269
25Jun18,3.275
26Jun18,3.272
27Jun18,3.272
28Jun18,3.274
29Jun18,n.d.
02Jul18,3.288
03Jul18,3.287
04Jul18,3.291
05Jul18,3.291
06Jul18,3.287
09Jul18,3.284
10Jul18,3.274
11Jul18,3.28
12Jul18,3.276
13Jul18,3.273
16Jul18,3.272
17Jul18,3.269
18Jul18,3.273
19Jul18,3.277
20Jul18,3.276
23Jul18,3.28
24Jul18,3.275
25Jul18,3.274
26Jul18,3.276
27Jul18,n.d.
30Jul18,3.272
31Jul18,3.274
01Ago18,3.275
02Ago18,3.274
03Ago18,3.271
06Ago18,3.27
07Ago18,3.27
08Ago18,3.27
09Ago18,3.273
10Ago18,3.279
13Ago18,3.287
14Ago18,3.291
15Ago18,3.313
16Ago18,3.312
17Ago18,3.321
20Ago18,3.315
21Ago18,3.301
22Ago18,3.287
23Ago18,3.296
24Ago18,3.294
27Ago18,3.291
28Ago18,3.294
29Ago18,3.298
30Ago18,n.d.
31Ago18,n.d.
03Set18,3.307
04Set18,3.315
05Set18,3.317
06Set18,3.32
07Set18,3.325
10Set18,3.328
11Set18,3.334
12Set18,3.331
13Set18,3.325
14Set18,3.316
17Set18,3.316
18Set18,3.308
19Set18,3.305
20Set18,3.3
21Set18,3.293
24Set18,3.3
25Set18,3.306
26Set18,3.306
27Set18,3.303
28Set18,3.302
01Oct18,3.309
02Oct18,3.314
03Oct18,3.314
04Oct18,3.335
05Oct18,3.324
08Oct18,n.d.
09Oct18,3.332
10Oct18,3.33
11Oct18,3.33
12Oct18,3.333
15Oct18,3.338
16Oct18,3.334
17Oct18,3.336
18Oct18,3.338
19Oct18,3.332
22Oct18,3.334
23Oct18,3.337
